frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,977428.254422,30405.000000,19808.194113
4,1430364.506663,47029.000000,36522.644524
8,793883.386883,34766.000000,8838.924426
16,1439843.325925,54313.000000,35126.755956
32,1545225.524048,54749.000000,95466.419033
64,1310514.603690,57896.000000,60680.079862
128,2154287.708015,79275.000000,13688.507296
256,1988405.070414,65911.000000,64136.226853
512,715001.702994,30110.000000,39360.152617
1024,1196455.753603,48222.000000,151709.845959
2048,2270443.910649,67200.000000,398697.706444
4096,1552132.412425,53465.000000,67163.418034
8192,1051318.541949,37002.000000,350195.813964
16384,1599354.597416,59419.000000,958770.851279
32768,1285657.447260,51289.000000,723846.008654
65536,1014134.584512,38699.000000,0.000000
