frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,883090.944824,29139.000000,6863.237866
4,1371074.979545,42990.000000,48451.570439
8,1313871.153268,43244.000000,4047.311330
16,744045.124938,29908.000000,24398.882720
32,1635585.546360,59536.000000,50630.577352
64,1758928.569878,61434.000000,86697.818883
128,1488766.343018,55675.000000,67894.784807
256,2371106.034707,75395.000000,264015.754922
512,2322428.585181,71235.000000,220441.523883
1024,1856932.725705,59170.000000,153168.150759
2048,3211400.405309,99058.000000,263669.586714
4096,1340387.212596,47973.000000,316234.970519
8192,3722759.771818,104950.000000,528053.929371
16384,1838486.407505,58403.000000,659825.713093
32768,1685243.048152,67704.000000,1044408.382027
65536,4292480.693212,96491.000000,1694337.784622
