frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,762293.538691,27742.000000,13671.332378
4,720238.802527,34582.000000,4553.212602
8,1156294.964986,41373.000000,29818.936768
16,1940461.302328,74340.000000,66634.001741
32,1588379.011726,63818.000000,56278.556662
64,2053075.927244,61379.000000,15781.310877
128,1944791.471453,68943.000000,208556.288941
256,1869314.011765,67627.000000,19739.041441
512,1412111.225784,57808.000000,82153.198775
1024,2248937.014132,73435.000000,120182.137566
2048,1377475.722767,49650.000000,223785.402846
4096,3255428.830125,128448.000000,1254190.706223
8192,2641507.158565,73487.000000,651299.840271
16384,1366971.515562,41951.000000,793132.101427
32768,1915735.006767,77657.000000,899231.458636
65536,3055537.846342,99111.000000,2137480.965749
