frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1207563.678829,38246.000000,10603.005282
4,534895.909543,25196.000000,1101.888833
8,812124.659270,30267.000000,11973.297958
16,767582.977970,31739.000000,22521.838424
32,1594225.375523,63515.000000,72822.742869
64,1594069.056527,56814.000000,83120.681807
128,1418453.122570,62219.000000,61837.776270
256,2337319.148784,87006.000000,197953.187724
512,2305838.230229,82619.000000,439818.813574
1024,2992813.380643,98787.000000,332382.362646
2048,893762.453310,32215.000000,72764.112452
4096,1594233.246897,49166.000000,416838.605452
8192,2288093.929370,78476.000000,531254.665838
16384,3942098.618223,115040.000000,2077710.752212
32768,3690378.110689,106420.000000,1962964.310181
65536,3292631.875076,95392.000000,2290901.813337
