frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,760738.769173,23709.000000,14602.865061
4,744598.524687,25112.000000,29187.482180
8,1158305.480949,45198.000000,52438.689905
16,1781043.886140,59186.000000,26102.703768
32,1659811.463635,54806.000000,83701.066092
64,2074903.859086,86224.000000,147727.165846
128,1843416.940172,62420.000000,103387.856444
256,1784487.466069,55680.000000,117306.427326
512,1812429.032683,49685.000000,166404.681437
1024,1869874.645406,66054.000000,546028.378366
2048,2462579.299206,88347.000000,441312.063051
4096,2067860.459563,66403.000000,338343.263672
8192,3433521.767922,93868.000000,1383620.488910
16384,1538434.626860,54432.000000,285296.569659
32768,1311142.762173,43267.000000,1084228.071736
65536,472438.900019,23555.000000,0.000000
