frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,713667.679381,24705.000000,2269.019392
4,715586.085946,27610.000000,13717.227016
8,1167335.798345,35544.000000,36369.876134
16,879846.183210,24740.000000,31992.404474
32,1569599.029596,49106.000000,44199.110353
64,2172517.978278,75367.000000,3799.036457
128,1708901.755585,58854.000000,57820.448442
256,2180630.335538,72117.000000,49741.527500
512,1747772.187883,62518.000000,283183.322920
1024,2181341.561345,72773.000000,411656.216453
2048,2212560.688032,82208.000000,367986.222468
4096,2746831.521416,102091.000000,702709.219183
8192,1657220.980193,59509.000000,101034.599425
16384,3272897.496807,98109.000000,521654.065628
32768,5691377.029636,132358.000000,3133713.845033
65536,2269504.589640,68425.000000,1509998.751731
