frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,982510.987679,43678.000000,8818.621264
4,794352.402329,31340.000000,14415.913637
8,745017.756201,35551.000000,33779.029027
16,947865.906851,41920.000000,31831.016054
32,1496657.801240,52495.000000,42696.701652
64,1566626.119475,60360.000000,7702.944632
128,2003851.877392,75865.000000,74354.471217
256,2326364.949500,84323.000000,233887.012170
512,2010106.635607,82847.000000,238534.264560
1024,2418618.007605,82188.000000,183608.187701
2048,2318072.803001,87704.000000,336761.964576
4096,823915.672727,33870.000000,177475.404090
8192,1676953.389665,55902.000000,520202.139587
16384,2175346.410159,69263.000000,1761051.156521
32768,1219424.449972,63606.000000,1078512.170146
65536,2397073.158890,83432.000000,0.000000
