frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1281261.518054,50595.000000,38467.106624
4,1403753.148601,54337.000000,5684.000000
8,776163.238762,37392.000000,13103.548870
16,728611.896218,27490.000000,31549.906973
32,1743071.792336,60651.000000,83559.549658
64,2166504.073241,83586.000000,54806.725992
128,1893473.839961,64729.000000,134744.245599
256,1947416.024667,85329.000000,179811.313618
512,3253423.212141,117886.000000,99569.978593
1024,2511284.284419,105008.000000,122510.302183
2048,2018464.100030,65274.000000,443998.026402
4096,2703487.413505,98579.000000,393152.213784
8192,2048140.558029,73508.000000,76325.106996
16384,2731949.447857,91223.000000,470294.712708
32768,2595307.681247,83569.000000,1142554.973351
65536,4695077.352858,130357.000000,2971353.675055
