frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1104140.203479,40031.000000,30441.723341
4,863785.825030,32712.000000,22547.088992
8,1590556.590898,58021.000000,33040.819829
16,716405.013016,23119.000000,19202.766467
32,1106637.661394,48610.000000,6507.532098
64,1977299.319886,59055.000000,29431.847122
128,1898579.835632,71471.000000,115410.125838
256,2175472.770346,74840.000000,88325.232148
512,2398004.678882,97091.000000,432264.627109
1024,2107268.944799,60436.000000,33550.245349
2048,2307166.334319,78252.000000,464023.465495
4096,1653682.026203,55168.000000,358463.307651
8192,2063508.631427,63867.000000,308261.922571
16384,2010080.669069,80216.000000,955703.862907
32768,436962.621925,18708.000000,0.000000
65536,3528821.014862,99110.000000,1550971.610233
