frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,636471.010242,20310.000000,7593.829732
4,953389.368295,31167.000000,25475.925793
8,760874.643462,27811.000000,16235.079242
16,1178980.222481,38489.000000,30598.928756
32,1769282.927278,57518.000000,14182.447109
64,1632963.143530,50705.000000,177367.913006
128,1803614.326734,68723.000000,17701.388307
256,1356031.286038,49147.000000,53738.514689
512,2430527.508297,76918.000000,445721.384452
1024,2328993.833858,82518.000000,391057.361760
2048,3452838.416476,102446.000000,178033.041585
4096,662837.912711,22301.000000,176165.626698
8192,1026984.319910,33892.000000,164029.504395
16384,3495003.489442,96586.000000,1374996.152455
32768,625948.427779,25678.000000,359251.189355
65536,1249822.484320,45246.000000,0.000000
