frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,904133.401947,30330.000000,35372.980211
4,1284114.800951,43530.000000,12019.345240
8,989604.109849,37156.000000,42490.689639
16,1120987.992698,50356.000000,49423.030381
32,1620784.307247,50943.000000,79339.105062
64,2032753.680996,64916.000000,105563.673965
128,2207666.140781,67082.000000,137488.807050
256,1726031.833320,61028.000000,101586.422026
512,2249146.109848,76764.000000,321696.237138
1024,1930910.618422,61244.000000,359421.062161
2048,1656868.754997,55760.000000,347213.032843
4096,1969376.115537,60958.000000,685005.632395
8192,1243965.011170,49525.000000,173138.824857
16384,1859214.495842,58471.000000,628909.929467
32768,1286197.200633,49724.000000,261715.177242
65536,2824039.837744,101904.000000,1730633.974152
