frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,757828.917080,23388.000000,4984.000000
4,1091993.657381,39141.000000,25694.327584
8,936432.088493,32006.000000,45830.331790
16,1115553.742811,42966.000000,34965.834696
32,675722.221609,33282.000000,928.387311
64,1730178.707633,61307.000000,121500.440012
128,1864407.932930,62026.000000,72646.224430
256,1481462.378716,52002.000000,180956.633526
512,2123977.273178,82610.000000,42463.356556
1024,2569620.790908,90261.000000,222556.101024
2048,1711457.054747,61284.000000,352620.136363
4096,2506573.113860,91678.000000,523458.745415
8192,2703337.683587,91846.000000,1036222.830631
16384,2385734.827082,81529.000000,713748.985041
32768,3853740.978761,116977.000000,1212540.243047
65536,3157135.402215,101030.000000,2852568.356886
