frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,928848.259975,34568.000000,24327.235457
4,534401.352495,19846.000000,8901.364895
8,1163125.411542,37484.000000,33911.765628
16,1341813.089779,48346.000000,13317.882039
32,1537163.533669,45806.000000,75242.948626
64,1523029.191270,51827.000000,94628.489066
128,2117102.510484,77842.000000,189073.192108
256,2318685.652134,75890.000000,232026.685026
512,1275663.993271,49314.000000,6370.387194
1024,2174689.525562,64825.000000,305200.604700
2048,1505098.776991,54396.000000,62558.531241
4096,2470008.545689,83917.000000,785787.870692
8192,2280677.833074,83421.000000,610049.845162
16384,1988385.787568,55208.000000,1178692.168617
32768,3662659.003063,77827.000000,615187.926852
65536,1380834.406472,48131.000000,0.000000
