frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1125484.539021,45905.000000,44171.388817
4,1411173.595023,48811.000000,6785.682059
8,1201372.769802,38861.000000,35882.039923
16,643601.402293,19362.000000,27973.286614
32,2280651.263650,76303.000000,26994.305992
64,1171667.423515,39984.000000,46292.569782
128,1250299.819341,40434.000000,70855.278935
256,2735547.114029,79001.000000,208044.489353
512,2653361.722172,91765.000000,197851.252450
1024,1757618.272814,61050.000000,227479.975624
2048,1968696.154460,60955.000000,147799.043055
4096,2734044.634886,92130.000000,450246.217622
8192,2895917.714838,83819.000000,335172.227972
16384,3095648.888209,101487.000000,1111630.968766
32768,4443436.620719,133132.000000,1578480.524343
65536,5965246.878245,162604.000000,5953621.727685
