frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,609595.092501,20276.000000,3858.299237
4,880057.361153,35271.000000,4693.726664
8,1032057.852913,35356.000000,9590.342538
16,1345195.902575,50060.000000,68163.022402
32,983724.295964,40312.000000,16865.160539
64,1755994.827060,62406.000000,30085.029683
128,2381120.567772,83366.000000,125476.822788
256,2158776.632380,66424.000000,233762.578874
512,1657016.617681,59143.000000,59214.275593
1024,1838216.465649,63948.000000,282165.728567
2048,3439086.584672,111707.000000,478868.278776
4096,3687692.752014,106793.000000,551958.576027
8192,3047161.591170,94098.000000,1152787.981283
16384,2675782.072530,91151.000000,1711381.608109
32768,1911268.648127,65080.000000,1185100.404506
65536,6207548.103681,166917.000000,5499718.574195
