frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,461349.145667,15203.000000,9886.259859
4,732714.137260,26279.000000,8606.811547
8,1131740.318046,39892.000000,49020.975857
16,1058138.663687,41762.000000,65777.010938
32,1329745.719551,52153.000000,4367.403119
64,1976074.540139,73256.000000,73436.826143
128,1955701.586198,70805.000000,42781.647677
256,1807936.608810,78851.000000,144772.360611
512,1247207.763129,46733.000000,233200.775700
1024,2337146.890770,74313.000000,89035.826216
2048,2719730.145715,96876.000000,500287.855989
4096,1284293.359805,62684.000000,473106.368131
8192,2057648.228683,79861.000000,1754580.913599
16384,1970865.448642,75817.000000,1158228.298646
32768,562147.893802,24248.000000,145522.141597
65536,3184087.988710,92801.000000,2466324.690846
