frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,733326.819664,27430.000000,8519.355492
4,608721.619166,24641.000000,23679.393468
8,900562.344349,37460.000000,28378.624456
16,804503.471798,34922.000000,27555.822325
32,1443689.421519,47141.000000,69837.955390
64,1478459.955662,49980.000000,62774.111734
128,1274659.865139,54551.000000,69153.760476
256,1300182.672458,51920.000000,74116.312921
512,2216318.665834,65314.000000,309514.825839
1024,1974154.555895,58562.000000,234736.774908
2048,1692819.479429,55164.000000,331963.607436
4096,2583432.679020,86947.000000,885420.828002
8192,2626797.922437,80150.000000,919297.404400
16384,2520196.574638,75186.000000,621449.186675
32768,6199385.603778,172275.000000,4744521.142140
65536,2349802.214875,79896.000000,1795511.749412
