frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,298839.042657,17069.000000,2373.290332
4,829387.539679,32988.000000,26992.500403
8,1108265.507737,38482.000000,23395.944969
16,1179379.206303,35904.000000,32958.412598
32,1597359.283196,58731.000000,13659.524809
64,1377129.227454,55530.000000,71083.844416
128,1520657.930761,57483.000000,62153.071710
256,1389076.823485,45926.000000,232609.424953
512,2525781.958789,95973.000000,28281.788469
1024,1760877.937591,66092.000000,120467.059083
2048,1976590.311326,71924.000000,170532.499621
4096,1639886.755401,65271.000000,444048.276874
8192,1787718.959878,71185.000000,560471.828895
16384,1250640.840000,42375.000000,808820.234868
32768,4253562.714347,130408.000000,2699387.953723
65536,4964782.311960,156420.000000,1845471.227566
