frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1248919.826748,39902.000000,79.404030
4,1633629.002217,48995.000000,49098.488011
8,865043.882030,33579.000000,20427.932788
16,998039.364693,37898.000000,7175.175259
32,1802475.572837,56323.000000,65240.124356
64,1315217.665526,40674.000000,60721.808817
128,1781577.008004,59918.000000,1358.457213
256,1201125.072087,40666.000000,11553.386690
512,2180567.896267,72081.000000,97237.118844
1024,1528380.219841,52000.000000,55613.048109
2048,1100594.175752,35279.000000,43884.793756
4096,1986374.685503,68085.000000,988330.486002
8192,3605037.821142,123206.000000,539600.355721
16384,4674842.495882,127784.000000,2642591.743472
32768,4677793.327888,133938.000000,3488055.286295
65536,1255101.033451,51516.000000,1253551.404690
