frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
2,60013.428514,60432.419652,60017.033740,60013.428514,60013.428514,60013.428514,22871.000000,22871.000000,22871.000000,22871.000000,22871.000000,22871.000000
4096,141000.859944,141531.673268,141000.859944,141000.859944,141000.859944,141000.859944,48913.000000,48913.000000,48913.000000,48913.000000,48913.000000,48913.000000
128,72364.920583,72716.778580,72388.207921,72364.920583,72364.920583,72364.920583,53616.000000,53616.000000,53616.000000,53616.000000,53616.000000,53616.000000
16,183603.869638,209832.650886,184140.496372,183603.869638,183603.869638,183603.869638,141468.000000,139093.000000,141468.000000,141468.000000,141468.000000,141468.000000
32768,240360.064408,235253.912029,239289.992302,240360.064408,240360.064408,240360.064408,125599.000000,120133.000000,125599.000000,125599.000000,125599.000000,125599.000000
1024,196343.610342,195280.706935,196343.610342,196343.610342,196343.610342,196343.610342,119918.000000,119918.000000,119918.000000,119918.000000,119918.000000,119918.000000
8192,312038.454912,292731.971144,291326.857662,312038.454912,312038.454912,312038.454912,182359.000000,101650.000000,124867.000000,182359.000000,182359.000000,182359.000000
8,208905.230988,223328.362272,208905.230988,208905.230988,208905.230988,208905.230988,159417.000000,159417.000000,159417.000000,159417.000000,159417.000000,159417.000000
2048,345920.461207,474440.030312,345920.461207,345920.461207,345920.461207,345920.461207,213054.000000,130274.000000,213054.000000,213054.000000,213054.000000,213054.000000
512,323461.817387,510957.589294,323463.071889,323461.817387,323461.817387,323461.817387,156608.000000,124897.000000,156608.000000,156608.000000,156608.000000,156608.000000
16384,565793.336188,563471.545967,566689.028429,565793.336188,565793.336188,565793.336188,159683.000000,159683.000000,159683.000000,159683.000000,159683.000000,159683.000000
256,295904.522353,553719.822901,531103.898159,295904.522353,295904.522353,295904.522353,196164.000000,150574.000000,187731.000000,196164.000000,196164.000000,196164.000000
64,359724.639472,1013082.586070,359724.639472,359724.639472,359724.639472,359724.639472,237746.000000,157608.000000,237746.000000,237746.000000,237746.000000,237746.000000
65536,470520.302510,640867.241325,470520.302510,470520.302510,470520.302510,470520.302510,163421.000000,163421.000000,163421.000000,163421.000000,163421.000000,163421.000000
32,388581.202990,725527.065654,388581.202990,388581.202990,388581.202990,388581.202990,268675.000000,206888.000000,268675.000000,268675.000000,268675.000000,268675.000000
4,373282.471109,8693443.199061,374137.342293,373282.471109,373282.471109,373282.471109,354476.000000,295646.000000,354476.000000,354476.000000,354476.000000,354476.000000
