frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
65536,198222.455471,199690.952672,200870.907826,204870.700438,212026.573389,213242.484974,36513.000000,26026.000000,26026.000000,20067.000000,11068.000000,5234.000000
4,136925.209815,136866.505373,136845.481394,136845.481394,136845.481394,136845.481394,77617.000000,77617.000000,77617.000000,77617.000000,77617.000000,77617.000000
8,197611.976244,194813.602787,194662.027625,194662.027625,194662.027625,195019.985501,107300.000000,107300.000000,107300.000000,107300.000000,107300.000000,107300.000000
1024,359475.259478,313791.956855,241943.350363,222819.346770,222848.139348,222932.151625,52700.000000,70337.000000,112859.000000,137416.000000,137416.000000,137416.000000
2,414559.595408,414570.980461,414570.980461,414559.595408,414559.595408,414570.980461,159188.000000,159188.000000,159188.000000,159188.000000,159188.000000,159188.000000
16384,411610.135062,411610.135062,411610.135062,411610.135062,411610.135062,411610.135062,193571.000000,193571.000000,193571.000000,193571.000000,193571.000000,193571.000000
32,494655.389079,411990.525352,327827.403341,327827.403341,327968.829473,327827.403341,134772.000000,190706.000000,220353.000000,220353.000000,220353.000000,220353.000000
32768,1032897.357173,1030865.908882,1030561.256100,1054975.090661,1062685.752527,990037.290006,39706.000000,37985.000000,42730.000000,43751.000000,62295.000000,155133.000000
16,476635.758661,443517.727765,387887.319544,387887.319544,387887.319544,387887.022035,110935.000000,163746.000000,240389.000000,240389.000000,240389.000000,240389.000000
8192,471035.356822,471180.165343,468105.918881,468376.858301,494185.823370,492578.304731,65121.000000,65121.000000,65121.000000,65121.000000,65121.000000,121336.000000
256,560338.470626,535152.250133,433630.970565,392951.862618,380465.214380,380429.034506,93949.000000,95968.000000,121318.000000,158554.000000,158554.000000,158554.000000
512,611869.146520,609071.923035,459482.951045,426066.202244,425294.889090,426066.202244,135419.000000,135419.000000,236614.000000,255333.000000,255333.000000,255333.000000
4096,1365475.179836,1345870.737959,1235033.037188,1227653.100705,891256.268706,869106.375884,90423.000000,92394.000000,114220.000000,101206.000000,207464.000000,264412.000000
128,656349.042893,748423.318232,628925.252399,482408.477026,482408.477026,482408.477026,160343.000000,151579.000000,160343.000000,289388.000000,289388.000000,289388.000000
2048,1881310.604004,1832117.076485,1270845.830309,617156.748977,700074.687704,610960.832485,182980.000000,185908.000000,234180.000000,267946.000000,267946.000000,287967.000000
64,1328599.806958,1250742.530128,414552.951190,1352852.909389,1352852.909389,414552.951190,200154.000000,200154.000000,304290.000000,266415.000000,266415.000000,304290.000000
