frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
256,76189.076494,76189.076494,76189.076494,76189.076494,76189.076494,76189.076494,20152.000000,20152.000000,20152.000000,20152.000000,20152.000000,20152.000000
16384,179913.935077,179913.935077,179913.935077,179913.935077,179913.935077,179913.935077,95804.000000,95804.000000,95804.000000,95804.000000,95804.000000,95804.000000
32768,146079.345203,146079.345203,146079.345203,146079.345203,146079.345203,146079.345203,50059.000000,50059.000000,50059.000000,50059.000000,50059.000000,50059.000000
4096,215826.300763,215826.300763,215826.300763,215826.300763,215826.300763,215826.300763,79785.000000,79785.000000,79785.000000,79785.000000,79785.000000,79785.000000
2,119216.735256,119216.735256,119216.735256,119216.735256,119216.735256,119216.735256,51764.000000,51764.000000,51764.000000,51764.000000,51764.000000,51764.000000
65536,258523.089095,258523.089095,258523.089095,258523.089095,258523.089095,258523.089095,58054.000000,58054.000000,58054.000000,58054.000000,58054.000000,58054.000000
32,405424.558022,405424.558022,405424.558022,405424.558022,405424.558022,405424.558022,253610.000000,253610.000000,253610.000000,253610.000000,253610.000000,253610.000000
2048,251437.267425,251437.267425,251437.267425,251437.267425,251437.267425,251437.267425,52197.000000,52197.000000,52197.000000,52197.000000,52197.000000,52197.000000
16,183181.072914,183181.072914,183181.072914,183181.072914,183181.072914,183181.072914,100076.000000,100076.000000,100076.000000,100076.000000,100076.000000,100076.000000
128,128397.390912,128397.390912,128397.390912,128397.390912,128397.390912,128397.390912,53575.000000,53575.000000,53575.000000,53575.000000,53575.000000,53575.000000
4,308339.171250,308339.171250,308339.171250,308339.171250,308339.171250,308339.171250,80835.000000,80835.000000,80835.000000,80835.000000,80835.000000,80835.000000
8192,298764.422070,298764.422070,298764.422070,298764.422070,298764.422070,298764.422070,192402.000000,192402.000000,192402.000000,192402.000000,192402.000000,192402.000000
1024,360722.241733,360722.241733,360722.241733,360722.241733,360722.241733,360722.241733,187113.000000,187113.000000,187113.000000,187113.000000,187113.000000,187113.000000
512,449588.018698,449588.018698,449588.018698,449588.018698,449588.018698,449588.018698,219130.000000,219130.000000,219130.000000,219130.000000,219130.000000,219130.000000
8,364658.193400,364658.193400,364658.193400,364658.193400,364658.193400,364658.193400,144589.000000,144589.000000,144589.000000,144589.000000,144589.000000,144589.000000
64,388809.824043,388809.824043,388809.824043,388809.824043,388809.824043,388809.824043,230162.000000,230162.000000,230162.000000,230162.000000,230162.000000,230162.000000
