frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
64,238203.571277,235822.566403,264471.561673,213797.036128,213799.603187,213797.036128,97979.000000,87284.000000,65372.000000,124343.000000,124343.000000,124343.000000
8,106218.522222,97207.783387,97207.783387,97891.481167,97891.481167,97886.150302,41884.000000,60103.000000,60103.000000,60103.000000,60103.000000,60103.000000
16384,322835.118915,323409.002908,296054.560088,227534.502801,206778.010632,209968.754118,103570.000000,103570.000000,106647.000000,113766.000000,116430.000000,116430.000000
32,186346.755024,171206.572637,162199.600305,159816.409865,159816.409865,159816.409865,63562.000000,84396.000000,84396.000000,84396.000000,84396.000000,84396.000000
4,192309.398340,170858.028603,166460.383332,164203.858648,164203.582257,164203.858648,58094.000000,73477.000000,73477.000000,73477.000000,73477.000000,73477.000000
1024,849329.073514,741225.198142,512254.017017,498333.719958,430283.564267,350551.236025,64848.000000,73335.000000,98299.000000,102694.000000,151257.000000,197499.000000
16,454304.947734,328576.676686,328576.676686,328576.676686,328576.676686,328576.676686,129491.000000,163803.000000,163803.000000,163803.000000,163803.000000,163803.000000
2,936238.242514,266070.265079,266066.758025,266066.758025,267117.508434,266066.758025,157126.000000,185330.000000,185330.000000,185330.000000,185330.000000,185330.000000
128,445276.391118,476000.960639,476112.197828,395935.818266,395935.818266,395935.818266,170756.000000,170756.000000,170756.000000,193896.000000,193896.000000,193896.000000
512,440312.762925,356151.253875,338070.683902,307427.477167,291453.872095,288979.806724,52062.000000,60279.000000,122271.000000,139435.000000,143576.000000,143576.000000
2048,915086.029070,894357.705458,995189.917792,876018.905805,955711.353865,842610.069843,78804.000000,99971.000000,112508.000000,122178.000000,213098.000000,277459.000000
8192,278397.780006,273528.875860,273528.875860,273528.875860,273528.875860,273528.875860,115332.000000,115332.000000,115332.000000,115332.000000,115332.000000,115332.000000
32768,886245.599201,933290.671317,933067.010709,886245.599201,886245.599201,886245.266533,259273.000000,236195.000000,236195.000000,259273.000000,259273.000000,259273.000000
4096,1757798.925124,1728582.907572,1717240.494574,1695526.236332,1555847.524924,1189763.933610,115256.000000,115256.000000,115256.000000,123892.000000,156191.000000,282917.000000
65536,887386.491005,887386.491005,887386.491005,887386.491005,887386.491005,887386.491005,266027.000000,266027.000000,266027.000000,266027.000000,266027.000000,266027.000000
256,1742430.421862,1696168.106214,482673.277065,1696168.106214,1696168.106214,482673.277065,231886.000000,294613.000000,312742.000000,294613.000000,294613.000000,312742.000000
