frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
65536,215884.851307,215884.851307,215884.851307,215884.851307,215884.851307,215884.851307,118088.000000,118088.000000,118088.000000,118088.000000,118088.000000,118088.000000
4,124553.307913,124553.307913,124553.307913,124553.307913,124553.307913,124553.307913,65359.000000,65359.000000,65359.000000,65359.000000,65359.000000,65359.000000
128,155301.827758,155301.827758,155301.827758,155301.827758,155301.827758,155301.827758,113970.000000,113970.000000,113970.000000,113970.000000,113970.000000,113970.000000
256,76321.031983,76321.031983,76321.031983,76321.031983,76321.031983,76321.031983,23165.000000,23165.000000,23165.000000,23165.000000,23165.000000,23165.000000
32,157352.116354,116655.678572,116655.678572,116655.678572,116655.678572,116655.678572,61671.000000,64745.000000,64745.000000,64745.000000,64745.000000,64745.000000
16,107547.939580,107547.939580,107547.939580,107547.939580,107547.939580,107547.939580,49321.000000,49321.000000,49321.000000,49321.000000,49321.000000,49321.000000
8,125222.796000,125222.796000,125222.796000,125222.796000,125222.796000,125222.796000,68176.000000,68176.000000,68176.000000,68176.000000,68176.000000,68176.000000
64,167532.900599,167532.900599,167532.900599,167532.900599,167532.900599,167532.900599,122125.000000,122125.000000,122125.000000,122125.000000,122125.000000,122125.000000
4096,210732.984832,210732.984832,210732.984832,210732.984832,210732.984832,210732.984832,113725.000000,113725.000000,113725.000000,113725.000000,113725.000000,113725.000000
2,155091.129524,155091.129524,155091.129524,155091.129524,155091.129524,155091.129524,68977.000000,68977.000000,68977.000000,68977.000000,68977.000000,68977.000000
512,349973.783187,349973.783187,349973.783187,349973.783187,349973.783187,349973.783187,250746.000000,250746.000000,250746.000000,250746.000000,250746.000000,250746.000000
32768,594624.594818,594624.594818,594624.594818,594624.594818,594624.594818,594624.594818,200127.000000,200127.000000,200127.000000,200127.000000,200127.000000,200127.000000
8192,456891.224682,456891.224682,456891.224682,456891.224682,456891.224682,456891.224682,228092.000000,228092.000000,228092.000000,228092.000000,228092.000000,228092.000000
1024,436305.014933,436305.014933,436305.014933,436305.014933,436305.014933,436305.014933,195275.000000,195275.000000,195275.000000,195275.000000,195275.000000,195275.000000
2048,531001.789288,531001.789288,531001.789288,531001.789288,531001.789288,531001.789288,308484.000000,308484.000000,308484.000000,308484.000000,308484.000000,308484.000000
16384,419440.572612,419440.572612,419440.572612,419440.572612,419440.572612,419440.572612,299118.000000,299118.000000,299118.000000,299118.000000,299118.000000,299118.000000
