arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
40.00,13.00,262144,0.00,100.00,400
38.00,13.00,262144,0.00,100.00,400
36.00,13.00,262144,0.00,100.00,400
40.00,15.30,32768,0.00,100.00,400
28.00,13.00,262144,0.00,100.00,400
30.00,13.00,262144,0.00,100.00,400
34.00,13.00,262144,0.00,100.00,400
36.00,15.30,32768,0.00,100.00,400
38.00,15.30,32768,0.00,100.00,400
32.00,13.00,262144,0.00,100.00,400
34.00,15.30,32768,0.00,100.00,400
24.00,13.00,262144,0.00,100.00,400
40.00,19.70,4096,0.00,100.00,400
36.00,19.70,4096,0.00,100.00,400
32.00,15.30,32768,0.00,100.00,400
26.00,13.00,262144,0.00,100.00,400
26.00,15.30,32768,0.00,100.00,400
28.00,15.30,32768,0.00,100.00,400
30.00,19.70,4096,0.00,100.00,400
38.00,19.70,4096,0.00,100.00,400
22.00,13.00,262144,0.00,100.00,400
30.00,15.30,32768,0.00,100.00,400
34.00,19.70,4096,0.00,100.00,400
32.00,32.30,512,0.00,100.00,400
24.00,15.30,32768,0.00,100.00,400
34.00,90.00,27,73.25,26.75,400
32.00,19.70,4096,0.00,100.00,400
28.00,90.00,27,8.50,91.50,400
22.00,15.30,32768,0.00,100.00,400
24.00,90.00,18,62.00,38.00,400
28.00,32.30,512,0.00,100.00,400
28.00,19.70,4096,0.00,100.00,400
40.00,32.30,512,0.00,100.00,400
30.00,90.00,18,99.25,0.75,400
36.00,32.30,512,0.00,100.00,400
20.00,13.00,262144,0.00,100.00,400
22.00,90.00,18,19.00,81.00,400
40.00,90.00,36,55.00,45.00,400
36.00,90.00,27,89.25,10.75,400
24.00,90.00,36,0.00,100.00,400
38.00,90.00,36,33.75,66.25,400
38.00,90.00,27,97.00,3.00,400
26.00,19.70,4096,0.00,100.00,400
40.00,90.00,18,99.75,0.25,400
30.00,90.00,27,21.75,78.25,400
34.00,90.00,18,99.75,0.25,400
24.00,32.30,512,0.00,100.00,400
26.00,90.00,18,84.00,16.00,400
26.00,90.00,36,0.00,100.00,400
38.00,90.00,18,99.75,0.25,400
24.00,19.70,4096,0.00,100.00,400
20.00,19.70,4096,0.00,100.00,400
28.00,90.00,18,97.75,2.25,400
38.00,32.30,512,0.00,100.00,400
32.00,90.00,18,99.75,0.25,400
36.00,90.00,18,99.50,0.50,400
20.00,90.00,18,5.00,95.00,400
30.00,32.30,512,0.00,100.00,400
20.00,15.30,32768,0.00,100.00,400
22.00,19.70,4096,0.00,100.00,400
30.00,90.00,36,0.00,100.00,400
34.00,32.30,512,0.00,100.00,400
40.00,90.00,27,99.25,0.75,400
22.00,90.00,36,0.00,100.00,400
22.00,32.30,512,0.00,100.00,400
28.00,90.00,36,0.00,100.00,400
24.00,90.00,27,0.00,100.00,400
26.00,90.00,27,1.00,99.00,400
26.00,32.30,512,0.00,100.00,400
32.00,90.00,27,49.50,50.50,400
20.00,90.00,27,0.00,100.00,400
20.00,32.30,512,0.00,100.00,400
36.00,90.00,36,17.00,83.00,400
20.00,90.00,36,0.00,100.00,400
32.00,90.00,36,1.50,98.50,400
34.00,90.00,36,6.00,94.00,400
22.00,90.00,27,0.00,100.00,400
