frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,446281.371055,208131.000000,17791.075038
4,254731.935240,143197.000000,702.014245
8,294377.361769,166772.000000,95.817535
16,202302.539902,79176.000000,958.306318
32,587262.637402,145052.000000,946.776637
64,498531.983521,110979.000000,5404.066894
128,244183.108738,172807.000000,4541.732269
256,250062.731454,110934.000000,3623.170435
512,3272954.819761,204834.000000,2145.642095
1024,303398.846364,85177.000000,39148.503547
2048,802382.667078,284791.000000,33582.785590
4096,287427.902278,95275.000000,36783.857900
8192,330654.396401,192778.000000,15718.514497
16384,540345.471175,146694.000000,30493.404270
32768,1164398.564787,237746.000000,971661.353395
65536,717205.572264,102990.000000,705737.777466
