frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,64523.506104,21634.000000,430.498548
4,174195.855571,48046.000000,4095.844968
8,859783.785583,208424.000000,478.035564
16,368041.064540,193035.000000,28.495614
32,592760.985571,79113.000000,4431.932084
64,530549.578538,127331.000000,752.277210
128,4565372.198619,248770.000000,2277.251413
256,179470.042444,28496.000000,574.126293
512,4702633.938031,234149.000000,3513.543226
1024,509583.870042,242818.000000,20979.472872
2048,204144.673320,124048.000000,92565.592069
4096,270869.286552,133467.000000,51908.797125
8192,247092.586162,113864.000000,137617.834215
16384,564822.931055,225052.000000,162389.603676
32768,143621.609283,58683.000000,63263.186744
65536,261517.403333,61665.000000,235817.226888
