frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,3498654.826738,205526.000000,1225.310573
4,253138.463695,84253.000000,1819.427382
8,89632.046769,44988.000000,1169.231799
16,445807.349982,259900.000000,245.352807
32,313571.194272,166906.000000,369.311522
64,90030.038831,21631.000000,459.385459
128,312518.664907,156868.000000,491.073314
256,675596.306252,92368.000000,5712.788461
512,1021754.439218,245609.000000,496840.484593
1024,530620.509834,259619.000000,8362.004724
2048,384536.133544,251170.000000,91957.156769
4096,387077.319342,68946.000000,289239.448229
8192,158701.900909,42542.000000,36825.800562
16384,462071.353953,238107.000000,166930.131184
32768,255038.163805,116640.000000,201393.127912
65536,466577.177188,241561.000000,398367.215191
