frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,118131.864025,47783.000000,125.725892
4,612861.710582,240644.000000,169.791048
8,244873.551112,116494.000000,120.880106
16,203217.368601,106163.000000,489.246359
32,227801.998389,150426.000000,8738.096646
64,280155.128745,189549.000000,1219.597475
128,112770.285962,49738.000000,4456.984519
256,169721.059969,114665.000000,20445.915754
512,503115.076190,295392.000000,20058.142960
1024,276512.216023,156406.000000,8796.106696
2048,523651.249232,251899.000000,44389.232816
4096,765771.131322,296879.000000,347327.029946
8192,206430.909495,114078.000000,86419.689417
16384,511945.384174,106600.000000,78687.350089
32768,785575.337402,244758.000000,319336.486068
65536,730382.335035,180966.000000,434978.354818
