frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,286615.847444,95335.000000,1960.121935
4,160677.762777,80036.000000,1331.796906
8,127704.802098,45940.000000,730.652448
16,301714.495474,145871.000000,410.688446
32,230816.135268,83395.000000,495.262557
64,483713.469735,277888.000000,544.850438
128,352794.089009,192954.000000,1064.429894
256,164766.462804,59930.000000,1416.121464
512,108616.686034,29539.000000,3471.478215
1024,300422.650201,135398.000000,11244.501234
2048,425563.313868,187264.000000,28552.751391
4096,529170.174071,286322.000000,76009.266863
8192,763284.497132,212133.000000,403369.378397
16384,496237.348994,255071.000000,137698.214731
32768,1227125.789777,139168.000000,481400.786803
65536,959859.766581,147386.000000,735685.471717
