frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,195069.208972,76211.000000,176.167534
4,378739.263712,180721.000000,437.816171
8,107500.048786,45261.000000,237.290961
16,298579.053987,149862.000000,1627.566896
32,402691.345664,131804.000000,93939.975979
64,358774.955404,212715.000000,2098.867314
128,545403.914019,281931.000000,3200.351543
256,1659198.408832,240632.000000,111443.411349
512,385048.167210,161162.000000,5076.328693
1024,561075.372253,310659.000000,2865.559980
2048,585472.157001,83169.000000,6655.021112
4096,1000010.130357,152240.000000,37515.914143
8192,482012.448365,194974.000000,264378.253361
16384,799012.101743,214316.000000,319968.861701
32768,1123460.153613,190655.000000,1014788.176306
65536,344028.887826,67145.000000,69190.647424
