frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,324794.145851,93259.000000,263.986742
4,62359.683763,17248.000000,50.000000
8,61899.829176,14458.000000,213.822356
16,247132.943860,120076.000000,166.850232
32,170630.938024,43411.000000,2051.966374
64,569605.782295,186323.000000,842.109257
128,223891.815607,83605.000000,15646.944111
256,341604.156924,72632.000000,1618.684651
512,664019.890094,315782.000000,4699.638284
1024,131218.088719,33961.000000,8039.951492
2048,1776394.325622,133738.000000,699310.613871
4096,254990.302553,58229.000000,29125.656611
8192,489011.960661,158908.000000,75395.436964
16384,588502.033347,239122.000000,558671.020687
32768,641622.071526,202832.000000,391287.873584
65536,2617212.068842,186374.000000,234705.623450
