frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,167524.319503,75197.000000,348.460902
4,241944.841210,148380.000000,605.778012
8,65091.271988,18741.000000,466.178078
16,1433875.364380,149138.000000,81668.961240
32,104786.794244,21149.000000,92.249661
64,331726.007137,215848.000000,389.562575
128,346960.074775,193295.000000,1423.148973
256,305812.430730,176446.000000,13488.206552
512,322569.395435,159386.000000,4981.893516
1024,525369.906998,246546.000000,2348.784154
2048,299973.136822,123376.000000,146936.270196
4096,619494.299364,189000.000000,152807.659805
8192,281845.963911,116499.000000,104599.618283
16384,523357.487715,186058.000000,109015.157157
32768,213527.327441,53111.000000,167710.531470
65536,1694511.229977,218017.000000,1397305.871810
