frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,159769.459441,71864.000000,193.909773
4,274409.996044,134280.000000,109.416635
8,108430.750297,54301.000000,183.267564
16,254434.271062,150405.000000,84.964699
32,346020.415977,190934.000000,251.171256
64,218610.308636,118811.000000,4659.060742
128,255213.339338,89185.000000,945.370298
256,901096.081340,225550.000000,7967.773842
512,204528.846005,107477.000000,80937.749765
1024,595224.169151,271425.000000,23045.182967
2048,478961.342042,247424.000000,46198.352471
4096,536666.526732,288616.000000,35530.844868
8192,726807.250522,238431.000000,210742.892295
16384,271351.665764,69177.000000,142837.310532
32768,608223.108754,84749.000000,395380.945645
65536,489923.965581,145171.000000,0.000000
