frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,672251.666467,125988.000000,25726.949936
4,1273849.822719,233426.000000,18475.155561
8,83353.214605,24065.000000,194.994872
16,156268.223133,30525.000000,157.050947
32,408211.275124,161860.000000,1409.325016
64,515790.520249,134721.000000,2717.975901
128,468628.257047,163548.000000,24373.401219
256,289417.138782,136602.000000,23629.109357
512,356794.001700,146513.000000,13612.460542
1024,111155.758866,39702.000000,4004.175446
2048,242457.879744,68775.000000,11463.817296
4096,4664317.472195,351189.000000,330458.230554
8192,636246.285898,197253.000000,358193.865238
16384,299656.372323,55082.000000,247260.954621
32768,976986.491951,179033.000000,851414.161833
65536,768643.578389,106003.000000,756303.660231
