frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,81800.634368,17000.000000,2810.562399
4,185935.919682,76600.000000,3560.536757
8,138936.505779,47465.000000,98.929268
16,146682.830672,74503.000000,570.784548
32,155385.490574,62380.000000,332.233352
64,252083.103143,58117.000000,623.474939
128,460978.073955,283374.000000,1740.508834
256,185911.479223,44326.000000,1765.808313
512,177676.595997,66317.000000,28335.962433
1024,283906.082205,172002.000000,5311.246935
2048,579499.147109,370736.000000,11839.139285
4096,958119.655003,110425.000000,200680.444394
8192,179525.765505,56866.000000,51535.168613
16384,216811.349170,58298.000000,168349.013638
32768,251610.407549,110002.000000,100136.540354
65536,245222.678609,55624.000000,67369.753799
