frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,505285.261537,104870.000000,343.764454
4,183138.097143,87556.000000,109.795264
8,4444413.422615,262114.000000,144241.732959
16,655299.224554,76654.000000,1534.146668
32,534376.451946,263934.000000,3106.162423
64,138229.883238,88082.000000,261.231698
128,328460.165203,222047.000000,10558.618376
256,546178.982843,232207.000000,3449.013627
512,143539.468294,38613.000000,9077.521137
1024,271808.516289,163542.000000,18226.977616
2048,482681.915599,230635.000000,38789.167753
4096,177383.329355,82301.000000,33656.721112
8192,349207.776285,61351.000000,155955.993537
16384,4724377.074731,259487.000000,774522.401873
32768,556876.401822,212037.000000,216001.409942
65536,1044198.188875,214331.000000,888861.401157
