frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,93452.969113,22276.000000,89.721792
4,232373.838497,96079.000000,187.325919
8,418877.663644,195256.000000,562.735284
16,498350.469601,83685.000000,268.588905
32,107541.399075,35685.000000,573.033158
64,227234.705681,135389.000000,1028.193562
128,201548.489622,92745.000000,4269.776107
256,412585.019789,224107.000000,3715.342918
512,216432.620681,86318.000000,20754.748637
1024,537712.087422,97894.000000,20451.137059
2048,201046.730391,101019.000000,42434.805655
4096,268128.875780,108383.000000,11824.179760
8192,210937.549102,61930.000000,59556.656773
16384,299838.924121,50850.000000,119218.339218
32768,800464.082687,241602.000000,744704.370144
65536,484978.975607,152427.000000,406881.621987
