frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1289672.579226,155029.000000,4838.071207
4,116178.392612,58666.000000,546.454024
8,102432.715980,23030.000000,108.397417
16,338294.336735,202879.000000,510.807204
32,198390.313075,47305.000000,634.779489
64,112353.262756,22643.000000,14201.104992
128,247557.744803,112681.000000,7409.279317
256,762656.466847,194879.000000,37125.689489
512,195158.673884,50544.000000,8721.242515
1024,159273.063492,99226.000000,1964.315657
2048,261344.820869,69045.000000,33718.595804
4096,446612.599383,167180.000000,358231.592090
8192,2026921.070262,309905.000000,1045645.503882
16384,394278.930917,108315.000000,54849.368985
32768,500961.578170,180966.000000,265118.843365
65536,334922.638657,133485.000000,88184.413447
