frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,469042.089752,100176.000000,774.114333
4,304185.846349,126047.000000,2350.106381
8,301131.844645,189815.000000,230.358416
16,399934.918723,270803.000000,3900.044487
32,448076.631454,256768.000000,22703.826660
64,278650.699852,197544.000000,832.317848
128,184336.454493,58530.000000,2757.080340
256,111223.987323,54304.000000,1953.869238
512,793950.316815,106409.000000,2344.933261
1024,379962.189002,223760.000000,41928.372494
2048,178985.876513,90184.000000,16627.188939
4096,247878.195733,85505.000000,90361.906886
8192,419087.573372,225509.000000,91535.932294
16384,716121.640060,182971.000000,503511.786633
32768,961789.922419,223236.000000,520499.359740
65536,700685.151254,117896.000000,0.000000
