frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,394654.379508,231384.000000,78.102497
4,462142.517113,258556.000000,1631.309597
8,463070.698761,269334.000000,1420.506952
16,207276.944697,105819.000000,131.476234
32,326901.577491,169207.000000,6322.176049
64,435541.949664,232451.000000,1487.442772
128,300938.180727,141158.000000,6176.735384
256,120712.622691,44557.000000,938.117796
512,400850.996410,240626.000000,117270.805591
1024,165560.728550,43468.000000,18384.329550
2048,322396.324857,170558.000000,28655.457805
4096,846860.230037,268980.000000,184288.798889
8192,366041.957025,102732.000000,107089.257519
16384,795135.673702,270645.000000,462091.134726
32768,567331.131271,114970.000000,208303.942188
65536,1318142.072978,236120.000000,1289156.721304
