frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,178812.057902,99425.000000,147.203940
4,209388.370697,153932.000000,904.199646
8,211151.060438,138891.000000,1279.234537
16,233746.204545,110278.000000,427.985981
32,320275.560341,140549.000000,783.904969
64,1253676.364402,152020.000000,62088.815064
128,416873.713416,262848.000000,714.602687
256,387962.796536,237886.000000,1279.075447
512,122062.638006,78718.000000,3335.646414
1024,241205.677597,109219.000000,19635.839987
2048,319834.572229,183439.000000,61139.440372
4096,509114.114454,183969.000000,167488.956245
8192,751873.430622,158696.000000,531971.409142
16384,485836.885040,264874.000000,226848.636324
32768,624350.196400,193355.000000,334586.468513
65536,628522.628153,104921.000000,390492.504680
