frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,191496.370394,77739.000000,1816.908363
4,402342.004132,108728.000000,11441.139104
8,198790.597089,90039.000000,3201.240697
16,405735.391773,259566.000000,2860.155590
32,275740.699714,167120.000000,1366.813813
64,178049.507264,93477.000000,1372.401180
128,329300.015002,150564.000000,43765.157351
256,216102.888727,118848.000000,4673.842424
512,354777.338787,186595.000000,25477.377298
1024,316819.311294,159521.000000,53405.827557
2048,347329.368771,197613.000000,37099.512018
4096,229162.931673,109148.000000,67959.731709
8192,648506.992040,207659.000000,414469.910556
16384,748203.526510,248612.000000,587795.988338
32768,1719512.850474,243611.000000,1556431.472775
65536,342515.371607,74145.000000,0.000000
