frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,78367.073794,27765.000000,114.057003
4,395246.660478,225376.000000,81.111035
8,489479.361414,200878.000000,577.786293
16,254167.858576,160395.000000,271.630263
32,274518.743251,114001.000000,265.358248
64,287397.479004,182175.000000,1576.783435
128,299181.628793,87929.000000,959.080810
256,392148.478445,192386.000000,36387.420395
512,284569.024418,149728.000000,2498.747886
1024,697317.814554,262023.000000,330675.305945
2048,550318.475362,167010.000000,84811.789552
4096,591431.660713,95795.000000,46871.371572
8192,522021.488491,274534.000000,130873.859475
16384,509738.314655,195413.000000,63038.343189
32768,289061.907587,129785.000000,225029.331741
65536,709292.241613,124422.000000,0.000000
