frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,34209333.179779,891316.000000,513650.897783
4,19943579.261693,598898.000000,228395.424884
8,19667821.783723,601389.000000,229631.051054
16,34750839.373050,888341.000000,1148892.316569
32,20054172.305413,602950.000000,603598.122555
64,2012680.687731,258235.000000,1408.330927
128,34738160.125981,895694.000000,2326396.576095
256,2717842.502450,289452.000000,53693.324092
512,20207842.142415,595259.000000,1220842.836938
1024,35059030.966770,892878.000000,3746352.775260
2048,35312572.250506,888382.000000,8303386.292561
4096,20380879.173909,589846.000000,4568030.859154
8192,21119708.800510,596104.000000,6718250.980910
16384,21762909.613426,592062.000000,9464884.546941
32768,34296436.548722,903791.000000,11760682.543760
65536,21636604.653338,574374.000000,20708477.366906
