frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1570049.953622,245194.000000,266.895110
4,1592903.593261,234544.000000,9687.192731
8,19567879.767041,600653.000000,267462.554918
16,19675718.804395,600348.000000,1026733.755239
32,19699512.269737,597338.000000,749978.242744
64,2580481.217998,286362.000000,291159.028606
128,2223962.236603,268951.000000,4852.146535
256,20243148.321929,584281.000000,1656210.674258
512,2265955.194289,282597.000000,531563.832734
1024,19749062.652090,597652.000000,1420846.892057
2048,35674765.451707,902842.000000,8697126.985040
4096,2082470.567022,285829.000000,676769.382252
8192,19865901.254457,586487.000000,10664340.248456
16384,19780780.673764,585478.000000,5558235.914839
32768,21649707.532038,604037.000000,6838303.892136
65536,19184559.280534,603803.000000,12093671.116431
