frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,19612579.436586,594449.000000,191863.600091
4,34868246.398792,906349.000000,275999.790766
8,19755298.057536,599969.000000,613062.167034
16,19908970.895959,599090.000000,977515.369971
32,20066131.887143,601335.000000,477627.748746
64,34991060.559439,894084.000000,1359746.909390
128,3598728.501100,304931.000000,228230.911524
256,2669866.050577,300429.000000,3693.911477
512,35241481.718542,894833.000000,4414871.969552
1024,35140897.481867,895911.000000,4105619.076867
2048,2270030.672669,271124.000000,149145.927913
4096,35496740.870818,892846.000000,8625745.381279
8192,35389700.265056,884525.000000,8703203.601872
16384,691986.390718,96893.000000,435399.578503
32768,20924839.446851,578963.000000,12393023.907683
65536,36995373.590634,905882.000000,21772994.622536
