frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,19942875.387093,593810.000000,188728.017382
4,19528403.452841,598092.000000,493659.188655
8,838482.748319,207222.000000,171.335927
16,19667189.132756,597484.000000,327352.677128
32,34621912.503774,897024.000000,1533138.489601
64,20038602.975878,590481.000000,1123175.505031
128,2753637.860313,302091.000000,271620.568695
256,35018924.602533,883949.000000,2292246.242031
512,2796431.848069,289055.000000,21587.646884
1024,20409943.026255,599527.000000,3271514.726446
2048,20230720.435307,598636.000000,1956208.357044
4096,3106523.759780,273779.000000,291506.380527
8192,3458529.317111,263603.000000,895783.865164
16384,1196097.487955,113423.000000,838522.644260
32768,19551841.351065,600738.000000,9086242.738325
65536,33250028.313587,876501.000000,19507860.557075
