frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
512,83747.359045,65131.544186,31835.930220,31850.334912,31850.386387,31844.538888
16,91872.259698,39539.573480,39359.923907,39386.482719,39676.660469,39405.583031
16384,177417.892536,74038.069714,73936.595147,73964.399511,73933.566220,73952.456761
32768,360102.328151,212889.303496,99362.028980,100542.871582,100528.520481,98480.367724
4096,993950.003734,119571.784335,119526.072612,119570.583000,119567.615837,119585.413651
65536,1353386.693501,211982.331127,212028.901572,212014.143059,211990.571465,212910.379759
2,127358.692899,45394.827029,45397.711330,45408.694685,88637.633734,45416.555418
8192,497095.028102,87207.840559,87195.515510,87236.142854,108444.402700,87226.947212
1024,503395.261733,81010.207178,80995.945405,81448.369726,100492.243984,81024.475025
64,91500.910793,47765.644149,47761.942622,47769.387959,47773.849960,47768.297615
256,771599.852639,74627.376853,74998.879398,78692.086260,78742.125778,74616.067687
2048,555106.382775,261249.948547,88616.426598,88624.798555,88543.206628,88567.294505
32,144017.590033,143854.977450,53446.198452,53711.210171,53537.241561,53625.023963
128,427687.791251,211867.553004,52653.068163,53023.886759,52981.266161,52972.406241
4,753512.551795,158690.699460,158622.574686,158671.433119,158658.530143,158652.914616
8,223108.124814,50461.691618,50400.039633,50421.179300,50426.713813,50411.100781
