frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
65536,169086.244213,166361.718418,145066.577891,102298.062401,126663.222287,313507.941419
8,270546.281682,275138.723282,286006.014182,285942.666788,288995.914208,289127.258405
4,230247.926468,225320.110150,234475.262273,250713.931274,250436.086407,250706.724361
64,472535.957830,473561.900710,481879.443185,517888.157420,515848.008296,517888.157420
32,400428.991488,423702.995410,431823.135045,438683.834527,437830.847564,438791.504354
32768,304955.218613,197156.511320,196874.746334,200713.212398,207434.123331,224913.941273
256,753307.833570,781313.808031,825878.929041,825730.490141,856160.081185,857328.020739
512,667380.559196,671258.438419,708375.659520,749933.897234,779710.328542,780220.605580
2,310621.673931,328715.109834,349898.759859,349985.433097,349749.333928,349985.433097
1024,886198.973561,918829.705753,1010965.023333,1036535.204243,1067059.147724,1067151.590431
8192,1462271.601760,1475124.164817,1520846.261212,1610912.827328,1623572.558352,1780190.401750
16,748266.256663,757435.574096,813970.402542,854440.412228,896000.988682,896054.054395
128,974578.248130,993385.177338,1013732.883428,1077323.975565,1109948.663590,1108711.556524
16384,2188392.840294,2198618.643215,2155626.303256,2316254.617325,2465441.465112,667309.886281
2048,1143475.606014,1181544.648886,1171166.611168,1201361.599272,1296768.273417,1397298.876033
4096,1261688.891331,1281256.973998,1293081.266471,1348907.667804,1394715.447678,1596456.419013
