frequency,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
16,69691.161965,69666.391108,69661.065539,69677.161316,69656.445969,69649.856087,26914.000000,26848.000000,26918.000000,26899.000000,26850.000000,26848.000000
512,98409.774291,98440.676831,98399.779573,98417.758794,98429.819222,98430.725208,39352.000000,39391.000000,39319.000000,39306.000000,39397.000000,39367.000000
2,49611.494515,49525.275789,49579.247634,49506.161536,49602.109733,49532.510657,18335.000000,18335.000000,18335.000000,18335.000000,18335.000000,18335.000000
32768,73849.892024,73852.079118,73829.711573,73842.634995,73833.770945,73824.346899,30423.000000,30423.000000,30423.000000,30423.000000,30423.000000,30423.000000
32,94588.999281,94526.319853,94643.515679,94633.974629,94622.829460,94638.636671,49785.000000,49785.000000,49785.000000,49785.000000,49785.000000,49785.000000
4,73962.029468,73976.952870,73942.542186,73987.292463,73964.075489,74002.728342,31112.000000,31112.000000,31112.000000,31112.000000,31112.000000,31112.000000
4096,108139.077363,108249.955644,108191.542655,108092.146736,108127.262432,108114.358760,51873.000000,52023.000000,52086.000000,51844.000000,51832.000000,51756.000000
2048,140738.943381,140679.825021,140758.106726,140593.862491,140723.932247,140614.799043,60345.000000,60295.000000,60279.000000,60197.000000,60327.000000,60358.000000
1024,119292.199519,119278.496339,119265.357212,119286.264675,119298.168565,119288.047649,107979.000000,107979.000000,107979.000000,107979.000000,107979.000000,107979.000000
65536,121545.353399,121415.098674,121508.171742,121441.745504,121470.083551,121500.554147,61011.000000,61011.000000,61011.000000,61011.000000,61011.000000,61011.000000
64,87923.018732,87906.029480,87915.173508,87867.171116,87861.140369,87922.835771,41201.000000,41156.000000,41194.000000,41088.000000,41058.000000,41172.000000
256,315798.188073,315713.391707,315761.411732,315829.597144,315824.984529,317034.554632,262025.000000,262025.000000,262025.000000,262025.000000,262025.000000,262025.000000
8192,70937.021949,70927.493943,70941.253809,70926.023306,70907.712867,70905.902801,28852.000000,28852.000000,28852.000000,28852.000000,28852.000000,28852.000000
128,64790.311382,64759.522010,64935.172041,66674.543171,64854.342931,64779.489964,25557.000000,25557.000000,25557.000000,25557.000000,25557.000000,25557.000000
16384,303794.479851,303787.191157,303793.872066,303808.680166,303788.214707,305924.270899,279062.000000,279062.000000,279062.000000,279062.000000,279062.000000,279062.000000
8,98598.000502,98573.078835,98428.812880,98520.665791,98460.116458,98577.269033,36616.000000,36616.000000,36616.000000,36616.000000,36616.000000,36616.000000
