frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
512,78184.724135,30050.872833,30047.182447,30051.917094,30051.428951,30054.047065
8192,169888.486764,35432.138885,34993.603701,35004.118415,34976.752994,35015.378207
8,63350.011492,27354.304469,27360.825262,27364.007071,27370.341448,27364.535644
32,38330.950940,28461.276851,28453.177924,28671.119336,28443.333191,28458.269220
64,65560.902831,38294.478075,38287.400068,38273.984062,38285.760316,38286.273428
256,33501.497235,29428.606984,29432.163257,29449.457839,29430.543879,29410.015505
4096,116871.125630,41233.625029,41855.314203,41847.285886,42189.094503,41242.732317
128,237450.313512,39613.604204,39611.140731,39616.098849,39620.260158,39612.384705
1024,540973.700007,97479.849292,97566.074601,97400.266416,100623.406054,97522.615557
4,437752.921507,63394.195389,63404.722088,63391.527454,65361.327389,63382.995882
2048,234436.096276,202384.510561,202392.428097,202407.648198,202409.692718,202382.990639
2,114596.892454,31806.652763,31805.279153,107187.527810,107189.854492,31811.492955
16384,133119.883714,47985.386901,47966.851491,47985.529485,47980.488138,47984.177663
32768,44223.439645,40607.551822,40602.520722,40779.804119,42332.963338,40724.307434
65536,281651.838821,226199.016722,226798.546153,226158.184437,226285.628969,226176.508917
16,600812.062163,369492.699944,89312.771942,89392.088811,316874.863836,89346.531774
