frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
64,116386.421519,35365.341240,35365.042994,49489.172099,50520.415309,35388.050921
512,130858.478587,74663.536850,36140.372840,36117.360369,36614.014161,36146.619385
32,302714.238357,50184.705598,48499.488368,48488.781672,49764.855310,48464.693520
256,43681.598128,35354.735270,35351.261505,35351.835949,41424.253584,35351.773223
2048,92007.687510,53890.106309,53899.624275,53910.685601,53889.796112,53895.945979
1024,77578.546197,59246.802606,39282.302007,39230.786227,56805.016064,39200.565736
2,45168.541497,42921.808827,36637.966660,36623.240900,36633.375356,36619.802129
8,269283.087794,204214.546862,53592.011998,53575.453559,53568.894976,53595.437716
8192,391357.870267,59586.731828,59608.855844,59599.881862,59630.463758,59538.690471
65536,122345.423605,120989.748599,120999.176848,120908.806975,120954.724744,120881.006597
16384,1090856.084620,97851.014170,98471.470990,101015.335385,101680.129111,100222.388716
4,403227.232554,56713.833110,56735.630568,56703.589816,56709.153617,56707.557521
32768,760701.408533,123621.717158,123250.987757,123249.738048,129977.726984,123552.835156
128,260988.078894,93821.487278,93793.804273,93817.389033,93854.265433,93805.711846
4096,205757.150226,72349.680836,69769.661358,75167.229781,74635.169237,69661.290801
16,185137.981754,45969.212969,45963.598739,45926.143818,45974.280680,45975.299259
