frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
32768,380353.511276,232908.640364,111728.798396,111712.014573,111726.705733,111718.350270
128,379856.760340,190093.054231,101730.372412,103851.524539,102902.511519,102495.304307
65536,352924.861152,214529.176466,76123.558147,76158.843052,76148.498639,76138.039409
8192,323196.808909,316814.055815,154153.692989,94784.461453,94969.880815,94808.134224
4096,110638.261930,62784.461764,62780.478996,62769.693101,72147.639421,62771.161738
8,202086.442890,57940.033043,57913.381502,57907.295689,58060.752467,57911.828887
512,488835.978003,290203.302380,79396.597685,88685.666147,88595.404712,79639.446708
64,511773.389447,93262.887849,91360.338495,92086.262026,117424.042325,91540.239851
2048,315663.612989,213154.906742,76407.972202,76418.118617,76989.743499,76400.749224
32,112596.246145,68935.385413,68328.840858,68333.192418,79250.908153,68336.440652
2,341008.104846,136132.147243,65103.675372,65091.864707,67881.964460,65095.170190
256,377862.059031,131125.575011,92656.153406,93065.720526,93093.043134,92705.313666
4,444967.145958,317644.244761,183889.241205,77769.003105,78878.135164,77765.500731
16,284590.685071,65884.079989,64603.675282,64585.099148,65888.938624,64604.010085
1024,534666.068601,190908.181975,190875.385451,191093.806004,192082.289329,190875.094048
16384,1132665.485421,702691.718068,197584.446144,200015.454180,200028.195428,197588.931110
