frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
32768,429509.272420,85369.953128,85387.194655,85363.338325,85401.242017,85360.340674
4,273119.716130,49422.719947,49454.405628,49457.263663,49657.012919,49612.412711
256,185390.188869,116048.445707,37125.095986,37116.391541,37128.625722,37122.129249
16,127682.515181,114213.566887,32008.278086,32002.373537,65406.479794,32007.030634
8192,428209.497722,65428.362917,65419.607825,65398.891390,65358.748267,65424.121782
8,81411.489060,41410.972085,41438.369840,41409.320980,81305.994963,41406.748943
1024,167865.166503,151163.659462,151548.316177,151659.152902,151600.673663,151472.962508
128,899698.817174,347410.613414,88882.188154,89149.877067,89235.527639,88881.461110
65536,1239403.288365,157719.720898,151577.674626,151574.380936,153706.145768,151505.537638
16384,218216.120353,38869.564430,36544.582841,44956.586292,44982.324629,36544.247892
64,455740.815260,209968.759772,58071.985621,58084.568949,58111.233819,58079.060521
32,214892.028821,79232.307091,51659.265897,51662.195501,51620.613567,51352.051605
4096,1290996.630869,103442.735327,103296.811611,103414.142901,103425.846446,103287.656320
2,647389.713045,170433.410677,170359.255381,170450.817886,170412.059831,170516.156405
512,1379904.645769,152617.858798,152613.445174,152606.334859,152618.612017,152618.579154
2048,2612149.877536,290220.299647,290323.740834,291064.435674,299473.000311,291117.969356
