frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
512,106589.906107,39544.170531,39514.924801,39516.211205,39514.788472,39518.880285
16,30270.483049,30242.477627,30227.217073,30241.622245,30278.492548,30229.183482
8192,128030.580277,50767.403016,44698.475992,44702.242740,44694.205184,44705.555024
8,106999.414125,87209.148413,31964.141550,31969.216099,87206.191684,31977.137849
16384,453097.175064,87445.278003,87379.994913,87598.466956,87761.277674,87374.011291
128,99768.926240,45969.951936,45929.414921,47942.421810,47950.202586,45936.760595
2,42525.415765,50065.682358,34819.682954,34836.476845,34828.805837,34968.190045
256,532994.643240,143886.776303,57186.400848,57231.739035,57364.573850,57205.122175
4,715441.138654,96564.144743,96682.140548,96578.423403,96638.400706,96563.711543
64,572494.546085,290574.290976,77198.393513,77180.106647,77915.816077,77204.397420
32768,590455.856881,66150.325026,66580.014546,66691.101310,66841.319818,66110.900599
4096,1076218.586336,530603.098209,137077.332714,137318.838842,137135.913188,90567.185360
32,69043.012637,68589.518033,68538.751302,68535.845789,68959.106143,68548.056085
65536,1241987.928820,125947.718725,125900.334849,127142.906515,126912.613290,125907.060624
1024,721544.779744,100869.822459,100849.554729,284717.169970,284698.182242,100877.035335
2048,763188.634298,360516.784441,59185.969663,59240.515713,59255.658742,59206.999586
