frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
65536,108134.430955,38006.316343,38017.230159,38006.894243,38008.341387,37987.974782
32,111031.391624,58210.647514,39820.235861,39626.597078,39826.250991,39633.222415
4,58247.166197,35770.125202,35475.249626,35541.850289,35485.433561,35482.947947
512,94205.823429,45555.626436,45468.797224,45568.169680,45527.496208,45457.504012
128,426567.659450,42926.527882,42926.548137,42928.942696,42928.606639,42952.895700
2,53994.990203,43048.148148,43247.900631,43055.190105,43094.373763,43068.366419
8192,159207.642084,66899.612869,66877.880947,66895.132327,66995.209105,66904.096160
256,860790.303674,530289.523127,366537.815881,73965.984871,73903.301963,74007.454260
8,122527.604910,44189.363098,53492.788364,53492.887340,53495.760552,44200.246232
4096,152136.123560,121062.607183,47983.783042,47958.064880,47963.040854,47970.587593
16384,323577.647992,154154.154235,71825.680491,71848.866115,71975.924662,71827.003989
2048,302566.629441,63256.957949,63143.266371,63120.049667,63149.818139,63276.086455
1024,660985.853509,70546.182852,70365.903242,70445.301625,79107.407156,70300.314288
16,341174.003740,222248.716516,50158.441543,50119.503270,50172.055240,50191.991403
64,1136747.524679,241588.966093,344417.494498,344409.436466,344335.669596,241536.219178
32768,1504479.084337,1149506.932749,217478.926023,217445.002385,217420.406393,217462.913974
