frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
32768,364567.684913,288464.601452,170210.647146,120531.338908,120538.601141,120522.490412
2048,233015.878667,142181.757838,137156.351767,76964.538497,78299.184012,76958.741031
8,480817.709739,214908.957738,75440.284497,75436.325388,75494.116446,75435.047100
2,192830.972958,47372.844848,47374.130124,47363.433585,59934.392597,47370.599574
4,294256.941067,179510.297412,87922.105542,55937.332391,76289.741722,55916.367577
16,326150.167236,237609.546961,68441.936822,68433.466323,68423.884499,68432.181560
512,125237.223097,90284.768095,61340.177176,61325.097635,61489.841088,61441.568632
4096,355202.557702,192577.399894,76386.135718,76351.612858,76381.346486,76360.352625
32,181462.739743,54113.537881,54120.702499,54199.593541,54077.170137,54124.343876
64,171593.457466,112629.296784,53858.920329,53725.752940,53717.573056,53712.619728
1024,555052.933081,224939.904590,119559.191759,119563.245611,135755.821080,119629.405996
65536,510714.335793,293973.350506,293672.132299,294033.709994,293918.616644,293593.018108
8192,403251.390394,186363.906095,169368.968932,169623.017674,197453.651954,169311.983784
128,607892.126026,358241.470279,144601.826666,144542.500487,146610.061585,144726.466387
256,298368.452979,93070.044735,93015.041923,93081.900620,93071.371850,93037.198238
16384,782088.594600,427020.174171,426993.223314,427127.802222,427001.602586,427087.999109
