frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
65536,391934.937941,58068.104266,58046.527898,58071.092955,58056.555573,58053.289278
4,124354.901009,33027.502131,33021.879050,33019.763536,33023.923737,33015.612610
2,377487.971085,61500.839815,61496.171588,61456.792456,61508.222995,61500.265512
1024,471161.128601,77728.838220,77751.396174,77733.297196,77764.261496,77650.355923
16384,1347082.333171,594280.140334,98480.873864,98469.948771,98466.250919,98449.338388
64,44946.750005,31075.866231,31077.125929,31052.157252,31073.328982,31047.466048
8192,136063.323284,102821.066052,36713.513997,36775.259088,102797.470937,36774.528467
512,241972.301260,67075.600251,67102.227705,67113.077638,67113.030590,67114.195741
32768,177073.835823,115013.548667,115018.640050,115009.536692,115142.112075,115015.994822
256,157409.937034,55790.890986,55860.146974,55843.998335,55855.486642,55842.193349
128,1532099.683306,783564.274200,98128.739450,98210.000433,98166.452574,98178.572214
16,135895.854171,43152.321490,43162.067525,107470.423857,107470.434032,43159.193702
32,301065.855371,68072.368653,68295.710473,68072.730355,68288.351210,68263.097886
2048,164330.692218,78355.729765,78397.586787,78392.634635,78873.301364,78322.509242
8,1092891.512146,808267.683341,101099.491171,101125.306190,101105.564778,101148.596807
4096,1924089.971496,1086850.643624,168019.313905,168017.424114,167770.867802,167966.237721
