frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
16,85839.763758,42724.027139,42731.645241,42738.700425,42740.884724,42726.348767
1024,262821.030888,38594.055630,38308.209681,38695.509856,38301.591677,38296.656342
4,160413.745412,45244.225643,45251.722696,45239.237715,45211.971556,45251.875530
16384,210509.295047,45983.474129,46027.238001,52621.281094,52637.279242,46070.421585
2048,107506.297671,36260.997945,36049.969515,36051.895456,36044.426518,36050.471398
65536,59557.618119,28998.474650,28970.339591,28986.095115,28977.005263,28990.432025
2,70411.986643,41263.372475,41257.123894,41249.425608,41246.905738,41236.325382
64,37497.689315,37481.269242,37494.113578,37483.405835,37485.159984,37489.726073
32768,132115.690412,32316.721198,32318.105560,32315.112254,32318.505256,32322.818720
8,256882.697927,78047.632469,78000.127327,78069.379036,78051.173457,78010.335770
256,236081.544776,60093.034854,60055.325268,60096.995075,60064.203241,60107.059785
512,526585.185835,194729.636519,194728.328727,323086.570716,323109.001291,194751.788960
128,128607.939611,45783.761204,45824.271320,45813.754026,45816.788375,45834.647931
8192,1276193.581412,150478.382750,150519.429267,182055.554700,186311.889132,150535.678648
4096,98191.780751,42531.590212,42543.904663,42532.254114,42546.136593,42527.220401
32,1357417.283458,122402.608967,122533.838445,122435.370073,122408.011985,123800.050670
