frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,179523.526221,148128.000000,0.000000
4,125471.611506,87069.000000,0.000000
8,59323.587746,26248.000000,0.000000
16,121111.681266,79528.000000,0.000000
32,141437.919428,102029.000000,0.000000
64,368684.757769,314578.000000,0.000000
128,176821.921449,164454.000000,0.000000
256,245886.038766,171468.000000,0.000000
512,241501.677081,223113.000000,0.000000
1024,181058.069707,144398.000000,0.000000
2048,125678.617183,97784.000000,0.000000
4096,385863.494757,177357.000000,0.000000
8192,297231.222668,201705.000000,0.000000
16384,196013.359506,120216.000000,0.000000
32768,257476.312965,118071.000000,0.000000
65536,218410.917637,85808.000000,0.000000
