frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,204432.461373,197437.000000,71.330218
4,83096.110715,48355.000000,771.461600
8,286259.229318,183793.000000,35.860842
16,245285.636175,198660.000000,128.774998
32,385564.908079,331717.000000,386.532017
64,374250.646678,195006.000000,135.051842
128,201988.420577,107063.000000,878.522623
256,235601.197056,163673.000000,1752.798905
512,306863.261387,249721.000000,4394.711708
1024,134147.487975,94363.000000,4158.437808
2048,237622.596699,172059.000000,13287.924104
4096,576829.349575,328082.000000,5348.332076
8192,418017.605041,256635.000000,98380.645078
16384,170404.552430,94823.000000,36671.758043
32768,152199.325406,72399.000000,90824.244957
65536,95270.873666,54200.000000,0.000000
