frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,223350.869893,148059.000000,58.668561
4,138521.296576,74683.000000,181.719564
8,523943.690339,275079.000000,37.107951
16,389612.603855,267445.000000,434.782704
32,107310.312962,55701.000000,2543.127209
64,214475.490611,125931.000000,679.507910
128,613434.380269,258389.000000,173.841882
256,413343.526808,193137.000000,6847.179054
512,338607.115641,262064.000000,3249.343626
1024,179275.535980,116172.000000,10261.245831
2048,467743.073834,226382.000000,137770.801228
4096,403484.500198,163612.000000,86892.880174
8192,462026.139577,265231.000000,54314.794347
16384,716759.623672,286797.000000,79382.834177
32768,295453.281806,105699.000000,95551.539689
65536,118475.332707,86518.000000,24367.426947
