frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,462588.467659,210638.000000,46.206060
4,523151.471335,307851.000000,95.262794
8,455879.757820,260423.000000,228.396585
16,223902.565026,169995.000000,209.692632
32,206747.723654,131339.000000,137.080268
64,546322.016855,290518.000000,744.744251
128,441448.446615,273223.000000,608.636180
256,534014.316805,253605.000000,549.475204
512,811922.792526,231328.000000,14187.271514
1024,662970.073432,254744.000000,45280.248608
2048,704689.191374,182462.000000,96808.211728
4096,692947.473571,278478.000000,144188.008035
8192,734474.079506,222777.000000,211231.102644
16384,984138.515552,222868.000000,389162.236592
32768,746531.640207,227045.000000,482280.814740
65536,1395163.861457,236376.000000,1374474.432603
